 p1 p2 rg se z p h2_obs h2_obs_se h2_int h2_int_se gcov_int gcov_int_se
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par113.sumstats.gz NA NA NA NA -99.3063 147.6033 755.1117 151.5604 25.4997 2.5207
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par114.sumstats.gz NA NA NA NA -74.5033 41.2709 712.8570 41.8978 28.1921 2.3235
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par115.sumstats.gz NA NA NA NA -104.4662 85.5179 1095.6695 114.5365 32.6841 2.9132
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par116.sumstats.gz NA NA NA NA 407.0505 134.2104 1180.3418 108.3481 37.2952 3.7105
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par117.sumstats.gz NA NA NA NA 569.7411 147.6594 1446.0746 119.0986 38.4684 3.5774
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par118.sumstats.gz NA NA NA NA 12.4944 54.3157 970.4262 38.5439 33.2961 2.4963
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par119.sumstats.gz NA NA NA NA 448.7728 171.3464 1943.1629 105.1615 49.2947 4.1849
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par120.sumstats.gz NA NA NA NA -228.8734 805.5061 3460.5513 748.1483 49.0519 5.1580
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par121.sumstats.gz NA NA NA NA 690.6689 537.5686 3641.9265 405.2277 59.2470 5.5383
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par122.sumstats.gz NA NA NA NA 663.3553 380.6977 3691.2237 282.0712 61.3342 4.8945
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par123.sumstats.gz NA NA NA NA 116.9341 107.7715 1662.3104 73.8028 44.2683 3.3902
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par124.sumstats.gz NA NA NA NA 34.7131 25.0854 314.1222 15.7741 17.5605 1.1929
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par125.sumstats.gz NA NA NA NA 121.8931 33.1073 271.5666 17.4801 16.2838 1.2566
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par126.sumstats.gz NA NA NA NA -68.6023 66.2385 457.4144 65.3777 20.8830 1.8786
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par127.sumstats.gz NA NA NA NA 23.8470 29.8441 330.6254 21.8389 17.7083 1.3363
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par128.sumstats.gz NA NA NA NA -4.7989 26.9471 358.6030 17.1207 18.6016 1.2427
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par129.sumstats.gz NA NA NA NA -22.3094 32.8450 636.0405 23.2849 26.1907 1.6915
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par130.sumstats.gz NA NA NA NA -15.4170 27.4758 463.9477 17.2217 21.6568 1.4355
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par131.sumstats.gz NA NA NA NA 30.0283 21.3480 288.2397 13.7194 16.7837 1.0972
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par132.sumstats.gz NA NA NA NA 97.2533 112.3782 1057.9560 93.2374 35.3336 3.4538
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par133.sumstats.gz NA NA NA NA 34.6244 169.4398 1107.1554 156.2254 34.6550 3.9088
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par134.sumstats.gz NA NA NA NA 54.0873 59.8492 848.8608 55.5265 29.6750 2.4199
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par135.sumstats.gz NA NA NA NA 357.7634 107.6873 678.9460 47.7109 26.9394 2.1516
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par136.sumstats.gz NA NA NA NA -22.3295 94.6354 939.6909 99.7836 33.0866 3.1404
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par137.sumstats.gz NA NA NA NA 33.7482 37.4786 474.9519 38.4135 24.2187 2.1976
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par138.sumstats.gz NA NA NA NA -199.7935 561.8628 2092.1720 551.6815 44.3961 4.6454
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par139.sumstats.gz NA NA NA NA 422.1959 172.5311 1677.0209 136.8395 44.6241 3.9067
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par140.sumstats.gz NA NA NA NA 222.7545 103.6475 1008.0732 88.5247 33.5920 3.7603
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par141.sumstats.gz NA NA NA NA 241.0522 126.6927 1325.2561 102.2391 40.0304 3.9606
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par142.sumstats.gz NA NA NA NA 22.0870 53.9883 791.2998 41.9944 30.7966 2.7150
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par143.sumstats.gz NA NA NA NA 195.9821 109.7810 1517.6387 81.2794 43.0108 3.7063
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par144.sumstats.gz NA NA NA NA -53.2313 184.0746 1342.2085 166.5759 39.9411 4.3942
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par145.sumstats.gz NA NA NA NA 192.3293 83.7668 894.0054 63.3530 34.3465 3.4474
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par146.sumstats.gz NA NA NA NA -67.5223 100.2134 1461.1975 100.5406 39.4404 2.7559
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par147.sumstats.gz NA NA NA NA 328.4951 143.2860 3343.5272 108.6921 59.7454 4.1860
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par148.sumstats.gz NA NA NA NA 336.9046 138.5227 1521.9639 110.3084 39.8063 3.0483
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par149.sumstats.gz NA NA NA NA -9.6137 62.9310 850.0857 55.1241 29.1351 2.2887
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par150.sumstats.gz NA NA NA NA 2005.2375 367.9761 3256.5348 200.4136 59.4904 4.3421
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par151.sumstats.gz NA NA NA NA 609.2206 598.8729 2824.0852 541.5165 53.0843 5.2429
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par152.sumstats.gz NA NA NA NA 27.1167 41.4729 710.6405 29.6105 27.4930 1.8389
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par153.sumstats.gz NA NA NA NA 7.7605 87.6559 991.9472 78.5685 31.1838 2.4363
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par154.sumstats.gz NA NA NA NA -128.9058 102.7324 644.1097 105.3067 25.1616 2.3664
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par155.sumstats.gz NA NA NA NA -73.1801 45.4751 492.9028 44.6945 23.2007 1.8166
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par156.sumstats.gz NA NA NA NA 32.3254 97.8806 713.3079 93.2824 26.6834 2.2922
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par157.sumstats.gz NA NA NA NA -155.9638 265.5406 1187.0444 269.9387 32.1561 3.3711
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par158.sumstats.gz NA NA NA NA -134.6038 304.7070 1173.9888 299.6560 31.8047 3.1932
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par159.sumstats.gz NA NA NA NA -2674.7050 2469.9036 3250.4695 2511.9037 30.3237 7.6100
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par160.sumstats.gz NA NA NA NA -3341.0126 3022.4343 4123.3446 3077.9235 38.6291 8.3732
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par161.sumstats.gz NA NA NA NA -5925.2121 5527.7821 6602.5208 5607.1966 36.1797 11.1346
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par162.sumstats.gz NA NA NA NA -441.8940 368.8584 854.0064 374.5524 23.7970 3.0925
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par163.sumstats.gz NA NA NA NA -316.5061 249.8488 743.6269 253.9983 22.4467 2.6467
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par164.sumstats.gz NA NA NA NA -283.1994 186.0275 689.1441 190.7912 22.4546 2.2314
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par165.sumstats.gz NA NA NA NA -212.8481 120.3709 561.9977 124.1590 20.0450 1.8117
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par166.sumstats.gz NA NA NA NA -75.5234 46.7957 570.7726 47.5073 24.7347 1.9529
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par167.sumstats.gz NA NA NA NA -459.2208 412.0105 921.9520 420.6293 24.2727 3.2659
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par168.sumstats.gz NA NA NA NA -112.8796 133.5078 761.4681 133.4369 26.4026 2.3491
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par169.sumstats.gz NA NA NA NA -201.8453 181.3829 599.6401 185.0289 22.0150 2.4551
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par170.sumstats.gz NA NA NA NA -2823.5984 2600.7580 3537.4291 2653.6653 35.6405 8.0336
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par171.sumstats.gz NA NA NA NA -243.9548 211.4512 737.9632 217.9923 25.3429 2.7466
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par172.sumstats.gz NA NA NA NA -132.3668 92.7881 317.5705 94.7963 15.5423 1.6414
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par173.sumstats.gz NA NA NA NA -253.6674 222.2081 550.5557 226.3348 19.6588 2.4289
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par174.sumstats.gz NA NA NA NA -1621.6361 1425.5204 2033.0936 1456.0233 26.5043 5.8220
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par175.sumstats.gz NA NA NA NA -2003.9439 1843.0141 2629.2247 1880.9682 30.4539 6.6702
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par176.sumstats.gz NA NA NA NA -550.4645 433.9408 1048.6441 444.3902 25.7511 3.4570
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par177.sumstats.gz NA NA NA NA -595.2387 460.6594 969.8041 469.0489 22.9768 3.3988
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par178.sumstats.gz NA NA NA NA 98.5947 47.3195 683.2696 33.7689 28.4680 2.5170
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par179.sumstats.gz NA NA NA NA -238.5165 247.0458 895.4405 252.2966 29.4490 3.0938
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par180.sumstats.gz NA NA NA NA -21.5627 49.9254 815.7749 36.4178 31.1265 2.5135
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par181.sumstats.gz NA NA NA NA 75.6354 47.3204 656.7857 32.3818 28.5096 2.5350
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par182.sumstats.gz NA NA NA NA -83.5525 63.1102 563.5599 60.8984 23.7379 1.8480
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par183.sumstats.gz NA NA NA NA -0.3834 91.0814 840.1845 85.3517 29.8015 2.5132
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par184.sumstats.gz NA NA NA NA 4.7241 64.5405 708.7219 52.6834 26.6300 2.0225
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par185.sumstats.gz NA NA NA NA 13.4784 39.4033 504.7678 27.0790 22.9359 1.8562
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par186.sumstats.gz NA NA NA NA -3.0213 61.4408 601.4296 50.1504 24.4885 1.9812
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par187.sumstats.gz NA NA NA NA -174.4292 56.2867 985.3600 54.5796 33.1580 2.5385
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par188.sumstats.gz NA NA NA NA 36.7521 80.5359 1060.8291 71.3841 32.3489 2.9102
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par189.sumstats.gz NA NA NA NA -221.0807 96.9997 1100.9292 120.5088 32.3740 3.1771
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par190.sumstats.gz NA NA NA NA 64.4915 82.0069 748.2073 62.1510 27.0398 2.3089
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par191.sumstats.gz NA NA NA NA 35.1476 85.2747 749.4987 44.8062 28.3361 2.0851
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par192.sumstats.gz NA NA NA NA -58.0774 42.8910 581.5877 42.3721 24.1784 2.0048
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par193.sumstats.gz NA NA NA NA -30.0788 43.0839 606.3655 36.5586 24.7733 2.1300
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par194.sumstats.gz NA NA NA NA -48.0973 143.9655 481.2456 142.6877 19.1346 2.2778
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par195.sumstats.gz NA NA NA NA -49.9587 37.4577 337.0572 37.5945 17.9129 1.4688
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par196.sumstats.gz NA NA NA NA 130.8823 69.0409 569.5976 50.0186 26.1274 2.5889
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par197.sumstats.gz NA NA NA NA 174.3063 59.3133 481.8447 58.3417 22.3142 2.5920
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par198.sumstats.gz NA NA NA NA 202.7245 87.9173 995.2444 79.3676 31.2026 2.5970
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par199.sumstats.gz NA NA NA NA 428.8374 111.7631 1047.2499 80.5060 33.0444 3.2683
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par200.sumstats.gz NA NA NA NA 84.0983 36.7806 478.7434 21.9567 23.1991 1.7167
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par201.sumstats.gz NA NA NA NA 15.4549 31.9268 452.3119 20.8930 22.6222 1.5532
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par202.sumstats.gz NA NA NA NA 83.2296 68.6379 839.5955 49.4762 31.8297 2.8096
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par203.sumstats.gz NA NA NA NA 148.7137 70.7307 1047.3515 48.1597 35.1094 2.6279
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par204.sumstats.gz NA NA NA NA -78.3162 612.2811 2182.8357 560.2592 36.9924 4.2886
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par205.sumstats.gz NA NA NA NA 98.1527 128.0786 1267.7088 135.6365 33.4146 3.2345
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par206.sumstats.gz NA NA NA NA 261.4017 197.3146 1268.6743 152.5074 34.2095 3.0793
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par207.sumstats.gz NA NA NA NA 440.9970 359.1451 1711.9848 241.5544 39.0017 3.9728
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par208.sumstats.gz NA NA NA NA 403.0810 243.1307 2018.9465 178.1782 44.0345 3.4258
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par209.sumstats.gz NA NA NA NA -1.3664 127.0059 1141.1225 110.2236 34.1614 2.7926
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par210.sumstats.gz NA NA NA NA 25.1786 32.4383 342.2378 18.1807 18.8051 1.3042
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par211.sumstats.gz NA NA NA NA 94.3156 77.4013 1117.4864 53.8187 36.0586 2.8554
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par212.sumstats.gz NA NA NA NA -268.1758 405.4203 1199.8241 408.1665 31.8578 3.5725
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par213.sumstats.gz NA NA NA NA -1.5202 167.8397 671.0777 158.7767 24.9916 2.8158
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par214.sumstats.gz NA NA NA NA 207.8934 85.4822 555.5217 53.9816 25.3933 2.4095
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par215.sumstats.gz NA NA NA NA 122.8297 95.7350 833.9761 70.1710 30.0644 2.7038
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par216.sumstats.gz NA NA NA NA 75.6247 35.6150 402.9032 36.8046 21.2453 2.2047
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par217.sumstats.gz NA NA NA NA 123.7276 79.3015 749.5153 61.3624 29.6831 3.0444
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par218.sumstats.gz NA NA NA NA 122.1994 61.7055 586.8346 39.1972 26.2973 2.2881
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par219.sumstats.gz NA NA NA NA 29.8971 42.3744 722.7768 31.1562 28.6812 2.2312
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par220.sumstats.gz NA NA NA NA -52.7391 97.1682 725.0814 89.8937 28.2640 2.7840
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par221.sumstats.gz NA NA NA NA 42.1782 69.7196 613.1365 54.8780 27.1677 2.9954
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par222.sumstats.gz NA NA NA NA 49.8313 38.9346 472.6495 30.9365 24.2498 2.3602
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par223.sumstats.gz NA NA NA NA 36.7686 49.5196 662.2818 39.4486 28.2364 2.6229
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par224.sumstats.gz NA NA NA NA 13.1462 29.3766 624.5521 23.6556 25.1387 1.6074
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par225.sumstats.gz NA NA NA NA 2.7934 37.6032 763.7754 33.5476 28.8256 1.9890
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par226.sumstats.gz NA NA NA NA 157.3095 70.3528 1464.9577 52.7328 39.3941 2.8231
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par227.sumstats.gz NA NA NA NA -59.4389 51.9366 1307.2425 42.3598 36.8259 2.3928
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par228.sumstats.gz NA NA NA NA 215.9292 68.8191 638.2992 47.4335 25.3240 2.0355
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par229.sumstats.gz NA NA NA NA 99.2187 39.2788 593.7536 25.4475 24.2827 1.6617
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par230.sumstats.gz NA NA NA NA 907.9429 191.6921 1228.3000 84.5991 36.5430 2.6967
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par231.sumstats.gz NA NA NA NA 848.0396 190.0637 1512.6875 115.5141 40.4441 2.9615
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par232.sumstats.gz NA NA NA NA 507.6501 186.0019 948.6864 86.0742 30.9036 2.3805
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par233.sumstats.gz NA NA NA NA 39.1034 390.1823 1428.6808 387.9745 35.1102 4.0921
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par234.sumstats.gz NA NA NA NA 21.5041 20.9505 430.4371 16.5052 21.1130 1.4499
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par235.sumstats.gz NA NA NA NA 39.7899 25.0303 380.1307 17.5101 19.1439 1.2730
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par236.sumstats.gz NA NA NA NA 56.5079 44.6446 476.2432 42.2024 22.1351 1.7140
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz ../results/ldsc/brain_shape/munged/par237.sumstats.gz NA NA NA NA 6.2320 44.8859 421.2538 40.9011 19.4701 1.6253
